id,university,method,pages,evidence,source
1,가천대,등급 환산,"19,20,21,28,30,33,34","45 2027학년도 정시모집요강 제출서류 [온라인 제출] 반영방법 대학수학능력시험 계열 모집단위 수능영역별 반영비율(%) 한국사국어 수학 영어 탐구 기하, 미적분 확률과 통계 사회 과학 인문 전체 모집단위 우수한 영역 순 40, 30 우수한 영역 순 20, 10 [탐구영역 1과목] 필수 자연 전체 모집단위 우수한 영역 순 40, 30 우수한 영역 순 20, 10 [탐구영역 1과목] 의예과 약학과 25 30 - 20 - 25 (2과목) 한의예과 25 30 20 25 (2과목) ※ 대학수학능력시험 성적 활용지표는 백분위(영어는 등급)를 활용합니다. 영어영역 수능성적(등급) 반영방법 등 ||  제외 ※ 일반고등학교 내 특성화고등학교와 같은 교육과 정을 운영하 는 학과 는 해당(일반 교육과 정은 제외) 선발원칙 수능성적의 반영영역별 점수 를 반영비율로 적용하여 합산한 총점 순으 로 선발합니다. 대학수학능력시험 반영방법 계열 모집단위 수능영역별 반영비율(%) 한국사국어 수학 영어 탐구(1과목) 기하, 미적분 확률과 통계 사회 과학 직업 인문 전체 모집단위 우수한 영역 순 40, 30 우수한 영역 순 20, 10 필수 자연 전체 모집단위 우수한 영역 순 40, 30 우수한 영역 순 20, 10 ※ 대학수학능력시험 성적 활용지표는 백분위(영어는 등급)를 활용합니다. 영어영역 수능성적(등급) 반영방법 등급 1등급 2등급 3등급 4등급 5등급 6등급 7등급 8등급 9등급 배점 98 95 92 86 80 60 50 40 30 || 활 보장법」 제2조제10호에 따른 차 상위계층 3. 「한부모가족지원법」 제5조 및 제5조의2에 따른 지원대상자 선발원칙 수능성적의 반영영역별 점수 를 반영비율로 적용하여 합산한 총점 순으 로 선발합니다. 대학수학능력시험 반영방법 계열 모집단위 수능영역별 반영비율(%) 한국사국어 수학 영어 탐구 기하, 미적분 확률과 통계 사회 과학 자연 약학과 25 30 - 20 - 25 (2과목) 필수 ※ 대학수학능력시험 성적 활용지표는 백분위(영어는 등급)를 활용합니다. 영어영역 수능성적(등급) 반영방법 등급 1등급 2등급 3등급 4등급 5등급 6등급 7등급 8등급 9등급 배점 98 95 92 86 80 60 50 40 30 제출서류 [온라인 제출] 구분 제출 서류 공통서류 • 학교생활기록부 : 온라인 제공 비동의자 및 검정고시 합격자 중 || 27학년도 대학수학능력시험 응시자로서 고교졸업(예정)자 또는 법령에 따라 이와 같은 수준 이상의 학력이 있다고 인정되는 사람 선발원칙 실기성적(70%)과 수능성적(30%)을 합산하여 총점 순으 로 선발합니다. 대학수학능력시험 반영방법 모집단위 수능영역별 반영비율(%) 한국사 국어 수학 영어 탐구 미술·디자인학부, 음악학부, 체육학부 50 - 50 - 필수 ※ 대학수학능력시험 성적 활용지표는 백분위(영어는 등급)를 활용합니다. 영어영역 수능성적(등급) 반영방법 등급 1등급 2등급 3등급 4등급 5등급 6등급 7등급 8등급 9등급 배점 98 95 92 86 80 60 50 40 30 제출서류 [온라인 제출] 제출 서류 없음 (단, 학생부 온라인 제공 비동의자 및 검정고시 합격자 중 국내고 교 재학 이력이 있는 경우 학교생활기록  || 27학년도 대학수학능력시험 응시자로서 고교졸업(예정)자 또는 법령에 따라 이와 같은 수준 이상의 학력이 있다고 인정되는 사람 선발원칙 실기성적(70%)과 수능성적(30%)을 합산하여 총점 순으 로 선발합니다. 대학수학능력시험 반영방법 모집단위 수능영역별 반영비율(%) 한국사 국어 수학 영어 탐구 연기예술학과 50 - 50 - 필수 ※ 대학수학능력시험 성적 활용지표는 백분위(영어는 등급)를 활용합니다. 영어영역 수능성적(등급) 반영방법 등급 1등급 2등급 3등급 4등급 5등급 6등급 7등급 8등급 9등급 배점 98 95 92 86 80 60 50 40 30 제출서류 [온라인 제출] 제출 서류 없음 (단, 학생부 온라인 제공 비동의자 및 검정고시 합격자 중 국내고 교 재학 이력이 있는 경우 학교생활기록 부 제출) 실기고사 모집단 || 체능계열(체육전공 제외) ① 실기 성적우수자 ② 실기 평가위원 전원의 점수 합이 높은 자 ③ 실기 평가위원 4인 점수 합이 높은 자 ④ 실기 평가위원 3인 점수 합이 높은 자 ⑤ 실기 평가위원 2인 점수 합이 높은 자 ⑥ 수능 국어영역 백분위 점수가 높은 자 ⑦ 수능 한국사 등급이 높은 자 체육전공 ① 실기 성적우수자 ② 실기 종목 중 배근력의 성적이 높은 자 ③ 실기 종목 중 메디신볼던지기의 성적이 높은 자 ④ 실기 종목 중 제자리멀리뛰기의 성적이 높은 자 ⑤ 수능 국어영역 백분위 점수가 높은 자 ⑥ 수능 한국사 등급이 높은 자 || 수가 높은 자 ⑦ 수능 한국사 등급이 높은 자 체육전공 ① 실기 성적우수자 ② 실기 종목 중 배근력의 성적이 높은 자 ③ 실기 종목 중 메디신볼던지기의 성적이 높은 자 ④ 실기 종목 중 제자리멀리뛰기의 성적이 높은 자 ⑤ 수능 국어영역 백분위 점수가 높은 자 ⑥ 수능 한국사 등급이 높은 자 || 60 대학수학능력시험 반영방법 2027학년도 정시모집요강 반영방법 일반전형 1 계열 모집단위 수능영역별 반영비율(%) 한국사국어 수학 영어 탐구 기하, 미적분 확률과 통계 사회 과학 인문 전체 모집단위 우수한 영역 순 40, 30 우수한 영역 순 20, 10 [탐구영역 1과목] 필수 자연 전체 모집단위 우수한 영역 순 40, 30 우수한 영역 순 20, 10 [탐구영역 1과목] 의예과 약학과 25 30 - 20 - 25 (2과목) 한의예과 25 30 20 25 (2과목) ※ 대학수학능력시험 성적 활용지표는 백분위(영어는 등급)를 활용합니다. ※ 특성화고 교 전형 지원자 는 [사",C:\Users\User\Desktop\업무\작업\21. 정시모집 관련\00. 소스(모집요강)\경기인천강원\2. 경기인천\2027_가천대_정시요강.pdf
2,가톨릭대,감점,"3,4,27,28,29,30",". 대학수학능력시험 성적 반영방법 : 자세한 사항은 25쪽 참조 가. 수능성적 활용지표 영역전 모집단위(약학과, 의예과, 간호학과 제외) 약학과, 의예과, 간호학과국어백분위표준점수수학백분위표준점수영어본교 기준 등급별 환산점수 (또는 감점)탐구백분위본교 자체 변환표준점수한국사본교 기준 등급별 감점 || 2027학년도 가톨릭대학교 정시모집요강-2- 나. 수능 반영영역 및 반영비율전형모집단위활용지표수능영역별 반영비율(%) 가산점국어수학영어탐구한국사수능(일반전형Ⅰ)수능(성신특별전형)수능(기회균형Ⅱ전형)수능(농어촌학생전형)수능(특성화고교졸업자전형) 전 모집단위(약학과, 간호학과 제외)백분위국어, 수학 영역 중우수한 영역 순각 35, 25 반영2020 감점 -간호학과표준점수3040감점30-약학과표준점수304030과탐 과목당 3%수능(일반전형Ⅱ) 자유전공학부인문사회계열 자연공학계열백분위(40)(40)3030-수능(일반전형Ⅲ) 의예과표준점수3040감점30과탐 과목당 3%실기(일반전형) 음악과백분위50-50- || 학과는 탐구 2과목을 반영하며, 수능 성적표 상의 백분위를 활용한 본교 자체 산출 변환표준점수 적용함(변환표준점수는 수능 성적 발표 이후 본교 입학 홈페이지에 공지). 약학과, 의예과 지원자는 과학탐구 과목 응시 시 해당 과목의 탐구변환점수에 3%씩 가산점 추가 7) 한국사 영역 본교 산출 등급별 감점 적용 8) 수능(특성화고교졸업자전형)에서는 사회/과학탐구 대신 직업탐구영역을 반영할 수 있음 2. 모집단위별 반영비율 및 가산점 부여 가. 수능성적 활용지표영역전 모집단위(약학과, 의예과, 간호학과 제외) 약학과, 의예과, 간호학과국어백분위표준점수수학백분위표준점수영어본교 기준 등급별 환산점수 (또는 감점)탐구백분위본교 자체 변환표준점수한국사본교 기준 등급별 감점 ※ 약학과, 의예과, 간호학과 탐구영역은 백분위를 활용하여 본교  || 구영역을 반영할 수 있음 2. 모집단위별 반영비율 및 가산점 부여 가. 수능성적 활용지표영역전 모집단위(약학과, 의예과, 간호학과 제외) 약학과, 의예과, 간호학과국어백분위표준점수수학백분위표준점수영어본교 기준 등급별 환산점수 (또는 감점)탐구백분위본교 자체 변환표준점수한국사본교 기준 등급별 감점 ※ 약학과, 의예과, 간호학과 탐구영역은 백분위를 활용하여 본교 자체 산출 “변환표준점수”를 적용함 “변환표준점수 산출표”는 수능성적 개별 통지 이후, 본교 입학 홈페이지에 공지함 || 2027학년도 가톨릭대학교 정시모집요강-26- 나. 수능 반영영역 및 반영비율 전형모집단위활용지표수능영역별 반영비율(%) 가산점국어수학영어탐구한국사수능(일반전형Ⅰ)수능(성신특별전형)수능(기회균형Ⅱ전형)수능(농어촌학생전형)수능(특성화고교졸업자전형) 전 모집단위(약학과, 간호학과 제외)백분위국어, 수학 영역 중우수한 영역 순각 35, 25 반영2020 감점 -간호학과표준점수3040감점30-약학과표준점수304030과탐 과목당 3%수능(일반전형Ⅱ) 자유전공학부인문사회계열 자연공학계열백분위(40)(40)3030-수능(일반전형Ⅲ) 의예과표준점수3040감점30과탐 과목당 3%실기(일반전형) 음악과백분위50-50- || 100989585705030100 2) 영어 등급별 감점 구분1등급2등급3등급4등급5등급6등급7등급8등급9등급수능(일반전형Ⅰ)<약학과, 간호학과>,수능(일반전형Ⅲ),수능(기회균형Ⅱ전형)<약학과>, 수능(농어촌학생전형)<약학과>0-1-3-5-7-9-12-15-20 라. 한국사 등급별 감점구분1~4등급5~6등급7~9등급모든 전형0 -1 -2 || 준전 모집단위[아래 모집단위 제외]① 대학수학능력시험의 국어, 수학, 탐구(상위 1과목) 영역 백분위 합이 우수한 자② 대학수학능력시험의 국어, 수학, 탐구(상위 1과목) 영역 표준점수 합이 우수한 자③ 대학수학능력시험의 영어영역 등급이 우수한 자④ 대학수학능력시험의 한국사 등급이 우수한 자⑤ 대학수학능력시험의 국어, 수학 영역 표준점수 합이 우수한 자⑥ 대학수학능력시험의 탐구영역 하위 1과목 표준점수가 우수한 자의예과① 대학수학능력시험 영역별 표준점수가 우수한 자 (수학 → 탐구영역(2개 과목 합) → 국어)② 대학수학능력시험 영역별 등급이 우수한 자 (영어 → 한국사)③ 면접점수가 우수한 자④ 학교생활기록부 석차등급 평균이 우수한 자 (학교생활기록부 없는 자는 비교내신 적용)※ 학교생활기록부는 동점자 처리기준으로만 활용함 || 능력시험의 국어, 수학 영역 표준점수 합이 우수한 자⑥ 대학수학능력시험의 탐구영역 하위 1과목 표준점수가 우수한 자의예과① 대학수학능력시험 영역별 표준점수가 우수한 자 (수학 → 탐구영역(2개 과목 합) → 국어)② 대학수학능력시험 영역별 등급이 우수한 자 (영어 → 한국사)③ 면접점수가 우수한 자④ 학교생활기록부 석차등급 평균이 우수한 자 (학교생활기록부 없는 자는 비교내신 적용)※ 학교생활기록부는 동점자 처리기준으로만 활용함약학과① 대학수학능력시험의 수학영역 표준점수가 우수한 자② 대학수학능력시험의 탐구영역 2개 과목 변환표준점수 합이 우수한 자③ 대학수학능력시험의 국어영역 표준점수가 우수한 자④ 대학수학능력시험의 영어영역 등급이 우수한 자⑤ 대학수학능력시험의 한국사 등급이 우수한 자간호학과① 대학수학능력시험의 수학영역 ",C:\Users\User\Desktop\업무\작업\21. 정시모집 관련\00. 소스(모집요강)\경기인천강원\2. 경기인천\2027_가톨릭대_정시요강.pdf
3,강남대,등급 환산,26,"- 26 - 수능성적 반영방법 안내 ■ 활 용 : 수능성적은 백분위 점수 활용, 영어 영역은 등급별 환산점수 활용 ■ 반영방법계 열구분수능 영역별 반영비율한국사비 고국어수학영어탐구화법과 작문언어와 매체확률과 통계미적분기하인문사회계반영비율35% 25%20%20% 응시필수* 탐구영역은 사회, 과학, 직업 반영 (반영과목은 상위 1과목 반영) 예체능계반영비율우수한 영역 순 40%, 20%(동일할 경우 국어 우선 반영) 20%20%공학계반영비율25%35%20%20%가산점- -미적분, 기하 응시자 가산점 7%--자유전공학부반영비율우수한 영역 순 40%, 20%(동일할 경우 수학 우선 반영) 20%20%가산점- -7%(우수",C:\Users\User\Desktop\업무\작업\21. 정시모집 관련\00. 소스(모집요강)\경기인천강원\2. 경기인천\2027_강남대_정시요강.pdf
4,강서대,가점,"4,17,18","- 4 - 4. 수능 반영영역 및 반영비율(%)모집단위수능성적활용지표국어수학영어탐구한국사사탐과탐직탐신학과 경영학과사회복지학과 상담심리학과자유전공학부백분위4030등급에 따른가산점부여30(최고점 1과목) 응시필수식품영양학과간호학과백분위3040* 수학 및 탐구과목 선택에 제한 없음5. 정원외 농어촌학생 전형 모집인원 변경모집단위변경전변경후농어촌학생농어촌학생신학과 5 3경영학과사회복지학과상담심리학과식품영양학과간호학과2 6. 정원외 전형요소별 반영비율 모집전형변경전변경후수능면접수능면접기회균등할당제(간호학과) 70 % 30 % 80 % 20 %농어촌학생 || 70 % 30 % 80 % 20 %농어촌학생(간호학과) 70 % 30 % 80 % 20 %특수교육대상자70 % 30 % 80 % 20 % 7. 학교생활기록부 반영교과 모집단위반영교과영역반영과목수변경전변경후실용음악학과영어교과 모두 반영「국어교과/수학교과」 택1「사회교과(한국사포함)/과학교과」 택1 3개 교과전체과목3개 각 교과별 상위등급 3과목(총 9과목) || - 17 - Ⅴ. 대학수학능력시험 반영방법 가. 반영영역 및 반영비율모집단위수능성적활용지표국어수학영어탐구한국사비고사탐과탐직탐신학과 경영학과사회복지학과 상담심리학과자유전공학부백분위4030등급에 따른가산점 부여30(최고점 1과목) 응시필수식품영양학과간호학과백분위3040* 수학 및 탐구과목 선택에 제한 없음 나. 영어 영역 가산점 반영방법모집단위 등급123456789모든학과점수(100점 만점)987654321 다. 반영점수 산출방법 [신학과, 경영학과, 사회복지학과, 상담심리학과, 자유전공학부] ▸산출식 = [ (국어 X 0.4) + (수학 X 0.3) + (영어가산점 ||  반영비율(%)학생부 요소별 반영비율(%)활용지표1학년2학년3학년교과성적실용음악학과100 100석차등급(9등급)※ 졸업자 및 졸업예정자 모두 3학년 2학기까지 반영 3. 반영교과모집단위반영교과영역반영과목수실용음악학과영어교과 모두 반영「국어교과/수학교과」 택1「사회교과(한국사포함)/과학교과」 택1 3개 각 교과별 상위등급 3과목(총 9과목) ※ ‘택1’이라 함은 두 교과 중에서 더 높은 반영점수를 얻을 수 있는 교과가 자동 선택된다는 의미로 지원자가 특정 교과를 선택하는 것이 아님 ※ 교과목 성적 반영시 미산출된 과목은 9등급으로 반영함 4. 학교생활기록부 성적 산출 방법 1) 석차등급별 배점석차등급123456789반영점수1,000980960940920900800700600 2) 학생부 교과 성적 산출 ▸ 석차등급 평점평균 =",C:\Users\User\Desktop\업무\작업\21. 정시모집 관련\00. 소스(모집요강)\서울\2027_강서대_정시요강.pdf
5,강원대,감점,"45,46","만~60점 이상60점 미만~50점 이상50점 미만~40점 이상40점 미만~30점 이상30점 미만~20점 이상20점미만~0점 백분위 점수100979491817875720점수 차↳ 3점 ↲↳ 3점 ↲↳ 3점 ↲↳ 10점 ↲↳ 3점 ↲↳ 3점 ↲↳ 3점 ↲↳ 72점↲ 4. 한국사 반영방법 - 한국사 수능 등급에 따른 가점 및 감점 부여등급1등급2등급3등급4등급5등급6등급7등급8등급9등급분할기준(원점수)50점~40점 이상40점 미만~35점 이상35점 미만~30점 이상30점 미만~25점 이상25점 미만~20점 이상20점 미만~15점 이상15점 미만~10점 이상10점 미만~5점 이상5점 미만~0점 감점방식기준등급-0.5-1.0-1.5-2.0-2.5가점방식+1.5+1.0+0.5기준등급 ||  미만~50점 이상50점 미만~40점 이상40점 미만~30점 이상30점 미만~20점 이상20점미만~0점 백분위 점수100979491817875720점수 차↳ 3점 ↲↳ 3점 ↲↳ 3점 ↲↳ 10점 ↲↳ 3점 ↲↳ 3점 ↲↳ 3점 ↲↳ 72점↲ 4. 한국사 반영방법 - 한국사 수능 등급에 따른 가점 및 감점 부여등급1등급2등급3등급4등급5등급6등급7등급8등급9등급분할기준(원점수)50점~40점 이상40점 미만~35점 이상35점 미만~30점 이상30점 미만~25점 이상25점 미만~20점 이상20점 미만~15점 이상15점 미만~10점 이상10점 미만~5점 이상5점 미만~0점 감점방식기준등급-0.5-1.0-1.5-2.0-2.5가점방식+1.5+1.0+0.5기준등급 || 반선택과목, 진로선택과목 - 학생부에 1학년 1학기부터 3학년 2학기까지 기록된 반영 교과의 모든 과목(※ 졸업생 포함)전형명모집단위 계열반영 교과반영방법모든 전형※ 단, 아래 전형 제외인문사회계열, 자연과학계열, 공학계열, 의학계열국어, 영어, 수학, 사회, 과학, 한국사반영교과별이수과목 전체 예체능계열무용학과, 스포츠과학과국어, 영어, 체육체육교육과국어, 영어, 사회, 체육디자인학과, 미술학과, 음악학과, 멀티디자인학과, 공예디자인학과, 휴먼스포츠학과국어, 영어, 사회, 한국사학생부교과(특성화고교졸업자전형) 계열별 반영 교과 + 전문 교과 ※ 학생부 반영 교과는 해당 고등학교에서 분류한 교과 분류체계(편제)를 따르되, 교과영역 구분이 없는 경우에는 전체 과목을 반영하고, 교과 편제가 본교의 반영 교과 분류와 상이한 경우에 || , 공학계열, 의학계열국어, 영어, 수학, 사회, 과학, 한국사반영교과별이수과목 전체 예체능계열무용학과, 스포츠과학과국어, 영어, 체육체육교육과국어, 영어, 사회, 체육디자인학과, 미술학과, 음악학과, 멀티디자인학과, 공예디자인학과, 휴먼스포츠학과국어, 영어, 사회, 한국사학생부교과(특성화고교졸업자전형) 계열별 반영 교과 + 전문 교과 ※ 학생부 반영 교과는 해당 고등학교에서 분류한 교과 분류체계(편제)를 따르되, 교과영역 구분이 없는 경우에는 전체 과목을 반영하고, 교과 편제가 본교의 반영 교과 분류와 상이한 경우에는 본교가 정한 기준에 따라 반영함 ※ 검정고시 합격자: 국어, 영어, 수학, 사회, 과학, 한국사 과목 검정고시 성적 반영 ※ 국외 고등학교 성적: 이수한 전 과목 반영(전체 학기)교과성적 반영점수 산출식 =∑ ||  반영 교과는 해당 고등학교에서 분류한 교과 분류체계(편제)를 따르되, 교과영역 구분이 없는 경우에는 전체 과목을 반영하고, 교과 편제가 본교의 반영 교과 분류와 상이한 경우에는 본교가 정한 기준에 따라 반영함 ※ 검정고시 합격자: 국어, 영어, 수학, 사회, 과학, 한국사 과목 검정고시 성적 반영 ※ 국외 고등학교 성적: 이수한 전 과목 반영(전체 학기)교과성적 반영점수 산출식 =∑(반영 과목 석차 등급 반영 점수 × 단위 수)∑(단위 수) ※ 반영점수 산출 시 매 단계마다 소수점 넷째 자리에서 반올림 나. 산출식 - 9등급 석차 등급 과목(공통과목, 일반선택과목) 90% + 3등급 성취평가 과목(진로선택과목) 10% ○ 공통과목 및 일반선택과목 교과성적 산출식산출식 =∑(반영 과목 석차 등급 반영 점수 × 단위(학점) 수",C:\Users\User\Desktop\업무\작업\21. 정시모집 관련\00. 소스(모집요강)\경기인천강원\3. 강원\2027_강원대(춘천삼척)_정시요강.pdf
6,강릉원주대,감점,"32,33"," 수능반영비율(%)수능성적활용지표반영영역반영점수(수능 백분위) 비고(총점)인문대학(강릉)사회과학대학(강릉)자연과학대학(강릉)자연과학대학(춘천)생명과학대학공과대학예술체육대학치과대학(치위생학과) 보건복지대학과학기술대학자유전공학부IT대학문화예술·공과대학 100백분위(영어, 한국사는 등급별 반영점수) 국어, 수학, 영어, 탐구 1과목(사회·과학·직업) 중 높은 백분위 점수(가산점 포함) 3과목 과목1과목2과목3한국사 300100100100반영(가감점) 치과대학(치의예과) 100백분위(영어, 한국사는 등급별 반영점수)국어(20%) 수학(35%) 영어(20%) 과 학 탐구(25%) 국어수학영어과학탐구 (2과목평균)한국사1,000200350200250반영(가산점) ※ 치의예과: 과학탐구(물리학Ⅰ·Ⅱ, 화학Ⅰ·Ⅱ, 생명과학Ⅰ·Ⅱ, 지구과학 || 천)생명과학대학공과대학예술체육대학치과대학(치위생학과) 보건복지대학과학기술대학자유전공학부IT대학문화예술·공과대학 100백분위(영어, 한국사는 등급별 반영점수) 국어, 수학, 영어, 탐구 1과목(사회·과학·직업) 중 높은 백분위 점수(가산점 포함) 3과목 과목1과목2과목3한국사 300100100100반영(가감점) 치과대학(치의예과) 100백분위(영어, 한국사는 등급별 반영점수)국어(20%) 수학(35%) 영어(20%) 과 학 탐구(25%) 국어수학영어과학탐구 (2과목평균)한국사1,000200350200250반영(가산점) ※ 치의예과: 과학탐구(물리학Ⅰ·Ⅱ, 화학Ⅰ·Ⅱ, 생명과학Ⅰ·Ⅱ, 지구과학Ⅰ·Ⅱ) 2과목 평균 반영 ※ 대학수학능력시험 영역 중 미응시 과목은 0점 처리함 2. 수능최저학력기준(※치의예과만 해당) 가. 기본사항: || 학부IT대학문화예술·공과대학 100백분위(영어, 한국사는 등급별 반영점수) 국어, 수학, 영어, 탐구 1과목(사회·과학·직업) 중 높은 백분위 점수(가산점 포함) 3과목 과목1과목2과목3한국사 300100100100반영(가감점) 치과대학(치의예과) 100백분위(영어, 한국사는 등급별 반영점수)국어(20%) 수학(35%) 영어(20%) 과 학 탐구(25%) 국어수학영어과학탐구 (2과목평균)한국사1,000200350200250반영(가산점) ※ 치의예과: 과학탐구(물리학Ⅰ·Ⅱ, 화학Ⅰ·Ⅱ, 생명과학Ⅰ·Ⅱ, 지구과학Ⅰ·Ⅱ) 2과목 평균 반영 ※ 대학수학능력시험 영역 중 미응시 과목은 0점 처리함 2. 수능최저학력기준(※치의예과만 해당) 가. 기본사항: 국어, 수학, 영어, 탐구 영역 중 3개 영역(수학 필수)의 합이 합산등급 이내  || 업) 중 높은 백분위 점수(가산점 포함) 3과목 과목1과목2과목3한국사 300100100100반영(가감점) 치과대학(치의예과) 100백분위(영어, 한국사는 등급별 반영점수)국어(20%) 수학(35%) 영어(20%) 과 학 탐구(25%) 국어수학영어과학탐구 (2과목평균)한국사1,000200350200250반영(가산점) ※ 치의예과: 과학탐구(물리학Ⅰ·Ⅱ, 화학Ⅰ·Ⅱ, 생명과학Ⅰ·Ⅱ, 지구과학Ⅰ·Ⅱ) 2과목 평균 반영 ※ 대학수학능력시험 영역 중 미응시 과목은 0점 처리함 2. 수능최저학력기준(※치의예과만 해당) 가. 기본사항: 국어, 수학, 영어, 탐구 영역 중 3개 영역(수학 필수)의 합이 합산등급 이내 충족전형유형전형명합산등급(이내) 반영영역수능저소득-지역인재전형8 · 국어, 수학(필수), 영어, 탐구(우수 1과목) 농어촌 || 여 후 우수과목으로 1과목 반영보건복지대학간호학과 4. 영어 영역 반영 방법 ▪ 해당 등급 백분위점수 반영〈일반학과〉등 급123456789백분위점수100979491817875720〈치의예과〉등 급123456789백분위점수10095908577.57062.55540 5. 한국사 영역 반영 방법 ▪ 한국사 수능 등급에 따른 가중치 부여〈일반학과〉등 급123456789분할기준(원점수)50점~40점 이상40점 미만~35점 이상35점 미만~30점 이상30점 미만~25점 이상25점 미만~20점 이상20점 미만~15점 이상15점 미만~10점 이상10점 미만~5점 이상5점 미만~0점감점방식기준등급-0.5-1.0-1.5-2.0-2.5가점방식+1.5+1.0+0.5기준등급〈치의예과〉 등 급 1 2 3분할기준(원점수) 50점 ~ 40점 이상40점  || 반영보건복지대학간호학과 4. 영어 영역 반영 방법 ▪ 해당 등급 백분위점수 반영〈일반학과〉등 급123456789백분위점수100979491817875720〈치의예과〉등 급123456789백분위점수10095908577.57062.55540 5. 한국사 영역 반영 방법 ▪ 한국사 수능 등급에 따른 가중치 부여〈일반학과〉등 급123456789분할기준(원점수)50점~40점 이상40점 미만~35점 이상35점 미만~30점 이상30점 미만~25점 이상25점 미만~20점 이상20점 미만~15점 이상15점 미만~10점 이상10점 미만~5점 이상5점 미만~0점감점방식기준등급-0.5-1.0-1.5-2.0-2.5가점방식+1.5+1.0+0.5기준등급〈치의예과〉 등 급 1 2 3분할기준(원점수) 50점 ~ 40점 이상40점 미만 ~ 35점 이상35점 ",C:\Users\User\Desktop\업무\작업\21. 정시모집 관련\00. 소스(모집요강)\경기인천강원\3. 강원\2027_강원대(강릉원주)_정시요강.pdf
